date,plan,mrr,customers,churn_rate
2061-11-12,Enterprise,602447.42,11560,0.049
2061-12-12,Starter,16695.41,87,0.033
2061-12-12,Growth,55770.47,214,0.068
2061-12-12,Scale,215311.86,618,0.03
2061-12-12,Enterprise,399698.97,8817,0.021
2062-01-11,Starter,19317.24,66,0.02
2062-01-11,Growth,60173.73,176,0.023
2062-01-11,Scale,77882.57,220,0.026
2062-01-11,Enterprise,261238.47,1517,0.026
2062-02-10,Starter,6152.81,18,0.018
2062-02-10,Growth,60043.79,206,0.037
2062-02-10,Scale,135949.9,540,0.019
2062-02-10,Enterprise,376974.47,4501,0.063
2062-03-12,Starter,14892.03,79,0.037
2062-03-12,Growth,25405.2,124,0.065
2062-03-12,Scale,82290.32,373,0.068
2062-03-12,Enterprise,291474.64,3800,0.051
2062-04-11,Starter,16831.25,197,0.032
2062-04-11,Growth,88712.85,230,0.057
2062-04-11,Scale,91914.53,615,0.044
2062-04-11,Enterprise,562280.08,2001,0.025
2062-05-11,Starter,6035.51,107,0.028
2062-05-11,Growth,43097.76,387,0.015
2062-05-11,Scale,84686.82,222,0.08
2062-05-11,Enterprise,564749.26,7307,0.011
2062-06-10,Starter,19607.42,52,0.059
2062-06-10,Growth,39779.24,259,0.018
2062-06-10,Scale,229931.7,819,0.032
2062-06-10,Enterprise,496209.35,2246,0.039
2062-07-10,Starter,13579.19,97,0.013
2062-07-10,Growth,92794.39,518,0.017
2062-07-10,Scale,190134.74,859,0.047
2062-07-10,Enterprise,259390.48,2331,0.028
2062-08-09,Starter,17081.19,54,0.037
2062-08-09,Growth,45682.79,537,0.064
2062-08-09,Scale,152140.06,547,0.043
2062-08-09,Enterprise,384622.63,6445,0.061
2062-09-08,Starter,5544.35,47,0.08
2062-09-08,Growth,55120.21,414,0.054
2062-09-08,Scale,181958.83,467,0.041
2062-09-08,Enterprise,595511.99,4854,0.053
2062-10-08,Starter,15674.83,86,0.078
2062-10-08,Growth,66686.18,925,0.067
2062-10-08,Scale,142630.8,962,0.01
2062-10-08,Enterprise,459241.15,3805,0.04
2062-11-07,Starter,17211.66,103,0.076
2062-11-07,Growth,72933.99,303,0.034
2062-11-07,Scale,242086.32,1324,0.016
2062-11-07,Enterprise,743983.78,10745,0.08
2062-12-07,Starter,14162.83,52,0.031
2062-12-07,Growth,78931.03,791,0.026
2062-12-07,Scale,73155.25,194,0.011
2062-12-07,Enterprise,395204.23,2732,0.046
2063-01-06,Starter,12115.79,81,0.049
2063-01-06,Growth,78257.21,290,0.067
2063-01-06,Scale,179105.73,802,0.046
2063-01-06,Enterprise,513714.93,1413,0.027
2063-02-05,Starter,17301.01,352,0.014
2063-02-05,Growth,86609.37,264,0.01
2063-02-05,Scale,79999.23,371,0.077
2063-02-05,Enterprise,764356.03,2775,0.032
2063-03-07,Starter,18827.94,74,0.067
2063-03-07,Growth,81442.22,216,0.041
2063-03-07,Scale,86180.8,229,0.015
2063-03-07,Enterprise,286898.95,978,0.04
2063-04-06,Starter,5986.03,112,0.053
2063-04-06,Growth,36236.76,493,0.03
2063-04-06,Scale,83041.17,213,0.035
2063-04-06,Enterprise,759515.63,3950,0.03
2063-05-06,Starter,8717.0,31,0.046
2063-05-06,Growth,71043.5,234,0.079
2063-05-06,Scale,245041.79,1403,0.021
2063-05-06,Enterprise,581587.11,7342,0.064
2063-06-05,Starter,5620.89,48,0.026
2063-06-05,Growth,41562.75,1027,0.076
2063-06-05,Scale,77403.52,295,0.066
2063-06-05,Enterprise,592974.73,3321,0.038
2063-07-05,Starter,10501.47,35,0.06
2063-07-05,Growth,92085.91,353,0.055
2063-07-05,Scale,155167.83,2005,0.042
2063-07-05,Enterprise,835898.97,2368,0.063
2063-08-04,Starter,15782.15,164,0.045
2063-08-04,Growth,75292.86,794,0.074
2063-08-04,Scale,220733.25,664,0.068
2063-08-04,Enterprise,763366.95,4352,0.033
2063-09-03,Starter,15307.65,44,0.021
2063-09-03,Growth,58507.01,176,0.049
2063-09-03,Scale,196089.09,1464,0.015
2063-09-03,Enterprise,816000.3,6429,0.05
2063-10-03,Starter,17316.06,47,0.044
2063-10-03,Growth,67854.15,341,0.012
2063-10-03,Scale,68302.29,399,0.055
2063-10-03,Enterprise,529419.22,4323,0.032
2063-11-02,Starter,14546.46,176,0.06
2063-11-02,Growth,52273.89,322,0.038
2063-11-02,Scale,225683.5,937,0.023
2063-11-02,Enterprise,787949.41,2541,0.038
2063-12-02,Starter,11407.46,34,0.047
2063-12-02,Growth,67189.3,1473,0.076
2063-12-02,Scale,197008.73,740,0.033
2063-12-02,Enterprise,536819.14,1556,0.026
2064-01-01,Starter,16287.47,125,0.019
2064-01-01,Growth,74452.04,189,0.061
2064-01-01,Scale,260692.91,1423,0.062
2064-01-01,Enterprise,848021.61,4977,0.019
2064-01-31,Starter,18108.42,66,0.033
2064-01-31,Growth,69253.95,675,0.079
2064-01-31,Scale,69012.22,246,0.065
2064-01-31,Enterprise,740252.59,9254,0.064
2064-03-01,Starter,6154.09,18,0.04
2064-03-01,Growth,54589.44,158,0.042
2064-03-01,Scale,178319.35,551,0.078
2064-03-01,Enterprise,709636.69,2671,0.016
2064-03-31,Starter,19935.57,57,0.01
2064-03-31,Growth,73226.37,304,0.02
2064-03-31,Scale,218486.81,945,0.031
2064-03-31,Enterprise,857335.35,2524,0.054
2064-04-30,Starter,17137.91,59,0.072
2064-04-30,Growth,75987.22,314,0.038
2064-04-30,Scale,93233.0,329,0.025
2064-04-30,Enterprise,264650.78,946,0.047
2064-05-30,Starter,12980.76,36,0.079
2064-05-30,Growth,93476.87,729,0.079
2064-05-30,Scale,237609.18,628,0.078
2064-05-30,Enterprise,699135.0,10710,0.02
2064-06-29,Starter,20677.44,65,0.047
2064-06-29,Growth,34777.47,385,0.039
2064-06-29,Scale,217148.93,946,0.079
2064-06-29,Enterprise,764282.68,9124,0.037
2064-07-29,Starter,15275.09,57,0.06
2064-07-29,Growth,85109.83,886,0.039
2064-07-29,Scale,220334.68,763,0.041
2064-07-29,Enterprise,382574.22,1719,0.032
2064-08-28,Starter,15110.85,59,0.039
2064-08-28,Growth,58639.55,423,0.069
2064-08-28,Scale,97781.04,304,0.057
2064-08-28,Enterprise,695514.77,2285,0.056
2064-09-27,Starter,20636.63,228,0.073
2064-09-27,Growth,35909.38,99,0.066
2064-09-27,Scale,229258.84,622,0.022
2064-09-27,Enterprise,812317.69,6419,0.051
2064-10-27,Starter,14844.79,56,0.032
2064-10-27,Growth,87910.28,233,0.032
2064-10-27,Scale,250093.04,1321,0.028
2064-10-27,Enterprise,426012.25,1874,0.063
2064-11-26,Starter,9277.28,24,0.054
2064-11-26,Growth,81246.26,268,0.04
2064-11-26,Scale,91413.39,234,0.018
2064-11-26,Enterprise,431976.08,1108,0.025
2064-12-26,Starter,12088.43,247,0.06
2064-12-26,Growth,26956.75,111,0.044
2064-12-26,Scale,237779.9,1541,0.034
2064-12-26,Enterprise,675473.97,2101,0.014
2065-01-25,Starter,15484.86,86,0.072
2065-01-25,Growth,82529.91,357,0.075
2065-01-25,Scale,79491.26,213,0.05
2065-01-25,Enterprise,685583.47,15004,0.061
2065-02-24,Starter,20472.91,53,0.043
2065-02-24,Growth,33801.98,324,0.061
2065-02-24,Scale,149138.17,495,0.025
2065-02-24,Enterprise,355157.15,1591,0.015
2065-03-26,Starter,18009.96,174,0.032
2065-03-26,Growth,73832.63,292,0.077
2065-03-26,Scale,163874.0,1344,0.042
2065-03-26,Enterprise,840971.25,3423,0.052
2065-04-25,Starter,11115.22,51,0.051
2065-04-25,Growth,81790.37,1272,0.077
2065-04-25,Scale,234575.37,1780,0.042
2065-04-25,Enterprise,685518.04,10315,0.044
2065-05-25,Starter,8874.29,49,0.075
2065-05-25,Growth,26245.9,88,0.04
2065-05-25,Scale,264469.47,1457,0.056
2065-05-25,Enterprise,807902.41,10429,0.021
2065-06-24,Starter,20526.5,141,0.07
2065-06-24,Growth,40649.43,796,0.011
2065-06-24,Scale,78307.4,427,0.027
2065-06-24,Enterprise,729013.47,3270,0.02
2065-07-24,Starter,20819.31,78,0.08
2065-07-24,Growth,67003.23,299,0.026
2065-07-24,Scale,254844.46,725,0.066
2065-07-24,Enterprise,256738.47,1223,0.06
2065-08-23,Starter,13843.74,197,0.055
2065-08-23,Growth,42600.47,220,0.035
2065-08-23,Scale,257476.67,1090,0.02
2065-08-23,Enterprise,232459.99,2637,0.014
2065-09-22,Starter,12659.92,263,0.031
2065-09-22,Growth,66217.24,504,0.057
2065-09-22,Scale,159243.44,534,0.044
2065-09-22,Enterprise,702763.11,2235,0.025
2065-10-22,Starter,11823.21,185,0.054
2065-10-22,Growth,80248.34,479,0.016
2065-10-22,Scale,215366.34,4622,0.035
2065-10-22,Enterprise,286094.84,1272,0.053
2065-11-21,Starter,16552.93,52,0.06
2065-11-21,Growth,35277.73,99,0.025
2065-11-21,Scale,79932.67,691,0.011
2065-11-21,Enterprise,538253.77,6226,0.033
2065-12-21,Starter,7970.47,28,0.026
2065-12-21,Growth,78648.74,724,0.029
2065-12-21,Scale,99542.26,297,0.029
2065-12-21,Enterprise,908931.51,5712,0.024
2066-01-20,Starter,7358.33,37,0.05
2066-01-20,Growth,89634.8,370,0.071
2066-01-20,Scale,93431.54,492,0.038
2066-01-20,Enterprise,316977.16,925,0.065
2066-02-19,Starter,15410.11,45,0.043
2066-02-19,Growth,76728.46,1770,0.024
2066-02-19,Scale,70791.3,405,0.074
2066-02-19,Enterprise,276795.97,5915,0.017
2066-03-21,Starter,11856.09,47,0.01
2066-03-21,Growth,77603.73,540,0.065
2066-03-21,Scale,139148.48,2789,0.033
2066-03-21,Enterprise,681698.27,3151,0.031
2066-04-20,Starter,14945.78,79,0.059
2066-04-20,Growth,64872.91,258,0.031
2066-04-20,Scale,95395.38,2261,0.067
2066-04-20,Enterprise,681792.2,1761,0.039
2066-05-20,Starter,14859.91,50,0.017
2066-05-20,Growth,80397.27,729,0.033
2066-05-20,Scale,104574.8,656,0.021
2066-05-20,Enterprise,401904.45,4078,0.056
2066-06-19,Starter,21506.57,57,0.033
2066-06-19,Growth,89559.61,817,0.042
2066-06-19,Scale,163567.33,1094,0.034
2066-06-19,Enterprise,420811.43,6942,0.059
2066-07-19,Starter,17197.79,78,0.038
2066-07-19,Growth,97412.89,315,0.057
2066-07-19,Scale,195294.32,3437,0.017
2066-07-19,Enterprise,314627.16,1983,0.021
2066-08-18,Starter,10878.11,48,0.04
2066-08-18,Growth,39851.05,198,0.048
2066-08-18,Scale,183635.13,994,0.025
2066-08-18,Enterprise,913875.58,6551,0.051
2066-09-17,Starter,21458.28,455,0.074
2066-09-17,Growth,53462.42,146,0.072
2066-09-17,Scale,177519.5,602,0.052
2066-09-17,Enterprise,317024.08,1345,0.015
2066-10-17,Starter,20176.31,58,0.068
2066-10-17,Growth,36133.76,139,0.073
2066-10-17,Scale,148580.53,507,0.077
2066-10-17,Enterprise,768266.15,2764,0.036
2066-11-16,Starter,20056.03,356,0.062
2066-11-16,Growth,53182.28,285,0.032
2066-11-16,Scale,175726.4,679,0.07
2066-11-16,Enterprise,310628.3,2881,0.041
2066-12-16,Starter,15366.73,64,0.011
2066-12-16,Growth,49649.31,311,0.039
2066-12-16,Scale,101704.63,286,0.033
2066-12-16,Enterprise,840499.65,10849,0.08
2067-01-15,Starter,5625.28,22,0.072
2067-01-15,Growth,53679.65,232,0.043
2067-01-15,Scale,271827.8,830,0.018
2067-01-15,Enterprise,480087.6,1282,0.022
2067-02-14,Starter,7548.07,66,0.037
2067-02-14,Growth,66511.26,208,0.014
2067-02-14,Scale,265313.27,2401,0.042
2067-02-14,Enterprise,712839.78,10912,0.057
2067-03-16,Starter,16165.58,44,0.051
2067-03-16,Growth,82081.21,1929,0.079
2067-03-16,Scale,176967.2,980,0.017
2067-03-16,Enterprise,319613.32,2483,0.069
2067-04-15,Starter,15674.65,58,0.05
2067-04-15,Growth,92980.58,366,0.043
2067-04-15,Scale,206460.48,551,0.059
2067-04-15,Enterprise,893639.78,2425,0.07
2067-05-15,Starter,9316.47,40,0.044
2067-05-15,Growth,68366.5,301,0.035
2067-05-15,Scale,248341.57,1104,0.061
2067-05-15,Enterprise,915062.55,3782,0.053
2067-06-14,Starter,12269.14,44,0.048
2067-06-14,Growth,86061.38,269,0.078
2067-06-14,Scale,171857.45,590,0.014
2067-06-14,Enterprise,878823.83,3592,0.055
2067-07-14,Starter,13521.06,61,0.03
2067-07-14,Growth,71834.19,276,0.065
2067-07-14,Scale,227750.31,676,0.065
2067-07-14,Enterprise,459774.96,1606,0.055
2067-08-13,Starter,9904.97,30,0.029
2067-08-13,Growth,92850.37,1671,0.038
2067-08-13,Scale,266122.32,2626,0.04
2067-08-13,Enterprise,512103.26,1612,0.034
2067-09-12,Starter,16650.95,113,0.042
2067-09-12,Growth,54279.55,222,0.058
2067-09-12,Scale,79316.44,241,0.028
2067-09-12,Enterprise,481354.86,1751,0.046
2067-10-12,Starter,21158.48,93,0.077
2067-10-12,Growth,76482.3,218,0.062
2067-10-12,Scale,171922.15,665,0.065
2067-10-12,Enterprise,925417.38,5411,0.07
2067-11-11,Starter,13282.84,42,0.075
2067-11-11,Growth,65632.03,345,0.079
2067-11-11,Scale,191589.37,1087,0.047
2067-11-11,Enterprise,948297.34,8001,0.031
2067-12-11,Starter,6371.29,18,0.059
2067-12-11,Growth,31136.19,156,0.057
2067-12-11,Scale,246666.77,720,0.043
2067-12-11,Enterprise,517331.21,1449,0.058
2068-01-10,Starter,20242.23,131,0.012
2068-01-10,Growth,76068.73,350,0.047
2068-01-10,Scale,156826.45,1626,0.023
2068-01-10,Enterprise,751743.18,3411,0.03
2068-02-09,Starter,9730.07,90,0.051
2068-02-09,Growth,74434.32,857,0.049
2068-02-09,Scale,220689.67,3972,0.023
2068-02-09,Enterprise,304195.1,760,0.02
2068-03-10,Starter,19661.61,59,0.032
2068-03-10,Growth,39340.78,313,0.059
2068-03-10,Scale,227319.46,686,0.03
2068-03-10,Enterprise,564783.84,4199,0.058
2068-04-09,Starter,8949.32,23,0.027
2068-04-09,Growth,65033.96,971,0.04
2068-04-09,Scale,206338.06,574,0.051
2068-04-09,Enterprise,752056.6,4914,0.034
2068-05-09,Starter,13439.75,33,0.074
2068-05-09,Growth,38691.47,706,0.018
2068-05-09,Scale,128258.41,1165,0.078
2068-05-09,Enterprise,433859.8,1153,0.035
2068-06-08,Starter,10439.99,49,0.037
2068-06-08,Growth,87837.4,1114,0.049
2068-06-08,Scale,275608.92,1081,0.077
2068-06-08,Enterprise,349692.64,1232,0.063
2068-07-08,Starter,6021.62,31,0.012
2068-07-08,Growth,85519.84,1107,0.021
2068-07-08,Scale,263472.92,719,0.048
2068-07-08,Enterprise,414699.51,1402,0.012
2068-08-07,Starter,12392.81,87,0.049
2068-08-07,Growth,55158.96,195,0.076
2068-08-07,Scale,155025.11,990,0.076
2068-08-07,Enterprise,663666.85,11368,0.078
2068-09-06,Starter,9433.05,59,0.01
2068-09-06,Growth,66905.57,211,0.052
2068-09-06,Scale,221237.08,594,0.025
2068-09-06,Enterprise,712234.03,3301,0.07
2068-10-06,Starter,9095.77,30,0.014
2068-10-06,Growth,81437.95,433,0.012
2068-10-06,Scale,113209.07,368,0.027
2068-10-06,Enterprise,655049.89,2187,0.079
2068-11-05,Starter,20177.68,52,0.04
2068-11-05,Growth,101705.91,2198,0.076
2068-11-05,Scale,114674.36,1839,0.041
2068-11-05,Enterprise,934550.43,3295,0.038
2068-12-05,Starter,13713.05,53,0.04
2068-12-05,Growth,102641.95,497,0.074
2068-12-05,Scale,89185.96,548,0.018
2068-12-05,Enterprise,273994.89,2390,0.069
2069-01-04,Starter,10196.72,39,0.042
2069-01-04,Growth,75479.73,208,0.074
2069-01-04,Scale,158864.32,525,0.049
2069-01-04,Enterprise,387370.68,3085,0.058
2069-02-03,Starter,9839.45,32,0.07
2069-02-03,Growth,33114.46,130,0.05
2069-02-03,Scale,158145.91,578,0.02
2069-02-03,Enterprise,248404.87,1539,0.012
2069-03-05,Starter,7323.31,71,0.039
2069-03-05,Growth,97307.37,267,0.019
2069-03-05,Scale,106919.69,862,0.042
2069-03-05,Enterprise,794599.19,7534,0.065
2069-04-04,Starter,11335.96,43,0.033
2069-04-04,Growth,86902.18,373,0.041
2069-04-04,Scale,111794.27,471,0.02
2069-04-04,Enterprise,540680.08,5735,0.059
2069-05-04,Starter,14884.6,51,0.062
2069-05-04,Growth,105281.08,267,0.022
2069-05-04,Scale,291836.61,1219,0.073
2069-05-04,Enterprise,437677.1,1492,0.036
2069-06-03,Starter,15973.17,178,0.072
2069-06-03,Growth,67345.54,1505,0.05
2069-06-03,Scale,257272.89,765,0.055
2069-06-03,Enterprise,899869.84,2353,0.041
2069-07-03,Starter,18010.51,135,0.067
2069-07-03,Growth,55372.02,325,0.025
2069-07-03,Scale,197876.79,681,0.043
2069-07-03,Enterprise,651895.77,2796,0.011
2069-08-02,Starter,5958.0,20,0.052
2069-08-02,Growth,61496.21,289,0.042
2069-08-02,Scale,269119.75,676,0.016
2069-08-02,Enterprise,916838.56,4074,0.052
2069-09-01,Starter,22603.53,237,0.031
2069-09-01,Growth,60153.71,969,0.052
2069-09-01,Scale,190165.84,480,0.073
2069-09-01,Enterprise,757315.63,11538,0.055
2069-10-01,Starter,12539.15,151,0.012
2069-10-01,Growth,55563.88,158,0.015
2069-10-01,Scale,191226.21,992,0.033
2069-10-01,Enterprise,789440.68,4308,0.046
2069-10-31,Starter,19893.93,298,0.069
2069-10-31,Growth,80236.27,455,0.08
2069-10-31,Scale,293395.56,1183,0.036
2069-10-31,Enterprise,297614.15,1431,0.047
2069-11-30,Starter,21735.81,60,0.063
2069-11-30,Growth,109580.54,1244,0.058
2069-11-30,Scale,129384.44,742,0.058
2069-11-30,Enterprise,312281.05,1700,0.011
2069-12-30,Starter,16114.77,227,0.053
2069-12-30,Growth,83772.8,348,0.047
2069-12-30,Scale,76522.8,261,0.043
2069-12-30,Enterprise,766305.26,2390,0.058
2070-01-29,Starter,14535.56,39,0.036
2070-01-29,Growth,31011.99,148,0.017
2070-01-29,Scale,290313.48,1384,0.03
2070-01-29,Enterprise,463813.07,3833,0.078
2070-02-28,Starter,16207.7,53,0.052
2070-02-28,Growth,65229.11,689,0.074
2070-02-28,Scale,169390.67,602,0.033
2070-02-28,Enterprise,301919.1,5740,0.068
2070-03-30,Starter,22374.14,382,0.043
2070-03-30,Growth,95316.25,435,0.062
2070-03-30,Scale,82607.47,797,0.036
2070-03-30,Enterprise,363208.15,1299,0.05
2070-04-29,Starter,8880.25,28,0.054
2070-04-29,Growth,86199.64,328,0.012
2070-04-29,Scale,79073.95,279,0.053
2070-04-29,Enterprise,916698.24,5354,0.054
2070-05-29,Starter,16717.71,122,0.042
2070-05-29,Growth,85472.06,306,0.076
2070-05-29,Scale,222019.84,629,0.04
2070-05-29,Enterprise,699815.03,2261,0.042
2070-06-28,Starter,11507.3,33,0.022
2070-06-28,Growth,40564.45,145,0.058
2070-06-28,Scale,250538.54,1885,0.055
2070-06-28,Enterprise,295353.36,4218,0.03
2070-07-28,Starter,12240.28,40,0.041
2070-07-28,Growth,31293.73,96,0.058
2070-07-28,Scale,160321.15,440,0.08
2070-07-28,Enterprise,433206.24,1147,0.079
2070-08-27,Starter,19741.43,55,0.065
2070-08-27,Growth,94537.3,518,0.05
2070-08-27,Scale,255913.52,988,0.037
2070-08-27,Enterprise,340875.96,1202,0.036
2070-09-26,Starter,22461.03,65,0.032
2070-09-26,Growth,69618.76,969,0.066
2070-09-26,Scale,145911.68,527,0.066
2070-09-26,Enterprise,648470.68,2479,0.037
2070-10-26,Starter,15171.61,109,0.051
2070-10-26,Growth,31060.93,509,0.077
2070-10-26,Scale,259893.41,1174,0.022
2070-10-26,Enterprise,811402.77,2871,0.041
2070-11-25,Starter,10815.01,217,0.053
2070-11-25,Growth,75005.51,650,0.028
2070-11-25,Scale,252949.17,1639,0.078
2070-11-25,Enterprise,814404.62,10264,0.073
2070-12-25,Starter,7679.15,19,0.074
2070-12-25,Growth,71786.09,218,0.07
2070-12-25,Scale,298798.06,2296,0.057
2070-12-25,Enterprise,937813.2,3614,0.057
2071-01-24,Starter,19177.11,75,0.067
2071-01-24,Growth,34699.07,205,0.05
2071-01-24,Scale,104559.92,373,0.014
2071-01-24,Enterprise,758017.95,2523,0.024
2071-02-23,Starter,11038.24,29,0.047
2071-02-23,Growth,102356.82,1883,0.021
2071-02-23,Scale,229217.06,1202,0.021
2071-02-23,Enterprise,726539.13,1905,0.056
2071-03-25,Starter,8506.71,52,0.033
2071-03-25,Growth,74555.5,752,0.05
2071-03-25,Scale,278915.25,746,0.074
2071-03-25,Enterprise,675629.54,8807,0.053
2071-04-24,Starter,23654.39,68,0.066
2071-04-24,Growth,68228.51,238,0.053
2071-04-24,Scale,202894.74,1010,0.037
2071-04-24,Enterprise,482634.13,1929,0.075
2071-05-24,Starter,23512.59,110,0.048
2071-05-24,Growth,49814.32,236,0.066
2071-05-24,Scale,119713.86,890,0.015
2071-05-24,Enterprise,397819.99,2471,0.013
2071-06-23,Starter,11043.81,33,0.054
2071-06-23,Growth,104695.24,543,0.07
2071-06-23,Scale,273141.9,1038,0.045
2071-06-23,Enterprise,756592.98,3712,0.08
2071-07-23,Starter,15681.41,41,0.033
2071-07-23,Growth,52245.86,232,0.072
2071-07-23,Scale,254849.59,656,0.026
2071-07-23,Enterprise,261309.27,705,0.075
2071-08-22,Starter,8608.24,22,0.079
2071-08-22,Growth,112432.06,592,0.072
2071-08-22,Scale,78961.3,499,0.052
2071-08-22,Enterprise,398790.99,1961,0.056
2071-09-21,Starter,7300.34,25,0.025
2071-09-21,Growth,60789.93,468,0.052
2071-09-21,Scale,104244.55,304,0.069
2071-09-21,Enterprise,666770.51,2060,0.043
2071-10-21,Starter,10581.94,35,0.057
2071-10-21,Growth,63475.05,170,0.015
2071-10-21,Scale,162794.91,679,0.038
2071-10-21,Enterprise,805066.58,2752,0.027
2071-11-20,Starter,22606.33,58,0.067
2071-11-20,Growth,31104.73,163,0.053
2071-11-20,Scale,200205.54,568,0.078
2071-11-20,Enterprise,338736.87,6434,0.059
2071-12-20,Starter,14425.2,38,0.027
2071-12-20,Growth,33265.71,97,0.077
2071-12-20,Scale,120091.88,334,0.056
2071-12-20,Enterprise,842814.04,3881,0.048
2072-01-19,Starter,17880.09,181,0.031
2072-01-19,Growth,103775.26,622,0.023
2072-01-19,Scale,93521.32,283,0.019
2072-01-19,Enterprise,319819.22,1356,0.011
2072-02-18,Starter,16225.49,151,0.073
2072-02-18,Growth,75293.04,230,0.073
2072-02-18,Scale,177056.17,1143,0.072
2072-02-18,Enterprise,530904.18,1515,0.033
2072-03-19,Starter,13603.97,110,0.04
2072-03-19,Growth,90002.77,613,0.047
2072-03-19,Scale,85791.15,322,0.049
2072-03-19,Enterprise,668788.47,4131,0.015
2072-04-18,Starter,9365.85,33,0.059
2072-04-18,Growth,61847.63,247,0.074
2072-04-18,Scale,153931.11,402,0.029
2072-04-18,Enterprise,722321.16,2429,0.047
2072-05-18,Starter,11955.6,51,0.072
2072-05-18,Growth,114961.3,335,0.079
2072-05-18,Scale,185682.34,3506,0.021
2072-05-18,Enterprise,451817.7,1607,0.069
2072-06-17,Starter,9324.14,35,0.049
2072-06-17,Growth,107439.57,1475,0.061
2072-06-17,Scale,284735.92,2466,0.021
2072-06-17,Enterprise,275359.87,781,0.076
2072-07-17,Starter,15954.58,40,0.019
2072-07-17,Growth,67466.29,190,0.044
2072-07-17,Scale,172046.68,887,0.048
2072-07-17,Enterprise,784034.09,4850,0.043
2072-08-16,Starter,16096.23,52,0.079
2072-08-16,Growth,91927.98,979,0.045
2072-08-16,Scale,297074.46,1473,0.026
2072-08-16,Enterprise,474474.51,1219,0.077
2072-09-15,Starter,6372.49,60,0.048
2072-09-15,Growth,100924.36,743,0.054
2072-09-15,Scale,273807.32,878,0.079
2072-09-15,Enterprise,765426.9,4435,0.027
2072-10-15,Starter,22912.03,223,0.077
2072-10-15,Growth,40417.72,122,0.069
2072-10-15,Scale,199282.15,671,0.013
2072-10-15,Enterprise,464929.83,3985,0.047
2072-11-14,Starter,19481.94,93,0.014
2072-11-14,Growth,40195.47,194,0.062
2072-11-14,Scale,240188.6,2807,0.049
2072-11-14,Enterprise,909694.97,2743,0.075
2072-12-14,Starter,6689.14,22,0.065
2072-12-14,Growth,32890.57,109,0.021
2072-12-14,Scale,162126.27,1121,0.039
2072-12-14,Enterprise,742966.37,2290,0.058
2073-01-13,Starter,24723.15,75,0.072
2073-01-13,Growth,115546.71,422,0.031
2073-01-13,Scale,105145.17,496,0.049
2073-01-13,Enterprise,942792.84,14528,0.065
2073-02-12,Starter,14218.51,44,0.03
2073-02-12,Growth,105745.43,514,0.047
2073-02-12,Scale,282792.91,715,0.034
2073-02-12,Enterprise,749381.08,5100,0.078
2073-03-14,Starter,16006.38,42,0.029
2073-03-14,Growth,88452.93,402,0.026
2073-03-14,Scale,125569.64,1205,0.069
2073-03-14,Enterprise,1034281.27,10479,0.048
